id,nume,categorie,pret,clasa,consum_energetic,rating,nr_reviewuri,url_produs,imagine_url,Producator,Volum,Inaltime,Alb,Argintiu,O_usa,Doua_usi,Minibar
108,"Frigider cu doua usi Tesla RD2100MSE, 207 l, Iluminare LED, Clasa E, Usi reversibile, H 143 cm, Argintiu",Frigidere,988.62,E,176,0,0,https://www.emag.ro/frigider-cu-doua-usi-tesla-207-l-iluminare-led-clasa-e-usi-reversibile-h-143-cm-argintiu-rd2100mse/pd/D1WJ6CYBM/,https://s13emagst.akamaized.net/products/76550/76549408/images/res_0bab6c1cab36900915030e3a61c00efd.jpg?width=720&height=720&hash=3E486C3A6A2C10AD4AB69EEA70EA71C9,Tesla,207,85,0,1,0,1,0
109,"Frigider cu doua usi Beko RDNE350K40WN, 313 l, NeoFrost Dual Cooling, HarvestFresh, Compresor ProSmart Inverter, Clasa E, H 172 cm, Alb",Frigidere,2318.98,E,220,0,0,https://www.emag.ro/frigider-cu-doua-usi-beko-313-l-neofrost-dual-cooling-harvestfresh-compresor-prosmart-inverter-clasa-e-h-172-cm-alb-rdne350k40wn/pd/DHTCYZYBM/,https://s13emagst.akamaized.net/products/77655/77654794/images/res_2aa9cb7ecd5d5b80bb5bf28382569db2.jpg?width=720&height=720&hash=F8FBE6C6A8B94AD0023F1F4CFAD7F106,Beko,313,85,1,0,0,1,0
110,"Frigider cu 1 usa Bosch KSV33NWEP, 324 l, Clasa E, SuperCooling, H 176 cm, Alb",Frigidere,2999.98,E,113,5,4,https://www.emag.ro/frigider-cu-1-usa-bosch-324-l-clasa-e-supercooling-h-176-cm-alb-ksv33nwep/pd/D6WQR7MBM/,https://s13emagst.akamaized.net/products/34016/34015552/images/res_84a7d23714326f28ae1124fcbc13829f.jpg?width=720&height=720&hash=CBEB280D7EF29C67880C75C4EC23D09E,Bosch,324,140,1,0,0,0,0
111,"Frigider cu o usa Tesla RS0903MSE, 93 l, Clasa E, Usa reversibila, H 85 cm, Argintiu",Frigidere,683.99,E,86,0,0,https://www.emag.ro/frigider-cu-o-usa-tesla-93-l-clasa-e-usa-reversibila-h-85-cm-argintiu-rs0903mse/pd/DCWJ6CYBM/,https://s13emagst.akamaized.net/products/76550/76549405/images/res_1cb79e1ac9f13f538cbe72c04f13603b.jpg?width=720&height=720&hash=0DB396530B4E56B2441650681CDD3643,Tesla,93,176,0,1,1,0,0
112,"Frigider Toshiba GR-RF610WE-PGS(22), Volum Net 511L NoFrost, PureBio, Dual Cooling, Clasa F, Negru",Frigidere,4633.98,F,369,0,0,https://www.emag.ro/frigider-toshiba-volum-net-511l-nofrost-purebio-dual-cooling-clasa-f-negru-gr-rf610we-pgs-22/pd/D9R24ZYBM/,https://s13emagst.akamaized.net/products/78147/78146426/images/res_f202df8941765784fdebbfffef64773b.jpg?width=720&height=720&hash=A22C88DECC88696A3EE3BCDCEB3C17E2,Toshiba,511,86,0,1,0,0,0
113,"Frigider cu doua usi Heinner HF-V240F+, 240 l, Clasa F, less frost, Control mecanic, Termostat ajustabil, Iluminare LED, H 160 cm, Alb",Frigidere,1193.52,F,223,4.72,67,https://www.emag.ro/frigider-cu-doua-usi-heinner-240-l-clasa-f-less-frost-control-mecanic-termostat-ajustabil-iluminare-led-h-160-cm-alb-hf-v240f/pd/DPCQ17MBM/,https://s13emagst.akamaized.net/products/23970/23969823/images/res_5cead991728e25ce1e2e877097658a67.jpg?width=720&height=720&hash=A5222E8EA27035CCC170B26015AA505F,Heinner,240,178,1,0,0,1,0
114,"Frigider cu o usa Heinner HF-HM90SE++, 90 l, Clasa E, Iluminare LED, H 85 cm, Argintiu",Frigidere,668.78,E,85,0,0,https://www.emag.ro/frigider-cu-o-usa-heinner-90-l-clasa-e-iluminare-led-h-85-cm-argintiu-hf-hm90se/pd/DVD18SYBM/,https://s13emagst.akamaized.net/products/73815/73814614/images/res_78a74fc63c4dc96598d664f2e9b22372.jpg?width=720&height=720&hash=A51CA04F95C32C2B6FD5DAB2A9ACF349,Heinner,90,154,0,1,1,0,0
115,"Frigider cu o usa Liebherr Re 1400, 125 l, Clasa E, SuperCool, TouchControl, H 85 cm, Alb",Frigidere,1499.89,E,90,5,1,https://www.emag.ro/frigider-cu-o-usa-liebherr-125-l-clasa-e-supercool-touchcontrol-h-85-cm-alb-re-1400/pd/D7TVFPYBM/,https://s13emagst.akamaized.net/products/68805/68804932/images/res_0afa51248a0e7d35ba8a071c8a9b23d5.jpg?width=720&height=720&hash=4424607809962D610AB49E547FD4DEE6,Liebherr,125,83,1,0,1,0,0
116,"Frigider cu doua usi Liebherr CTPele231-26, 233 l, Clasa E, VarioSpace, SmartFrost, H 140.1 cm, Inox",Frigidere,1789.89,E,181,5,3,https://www.emag.ro/frigider-cu-doua-usi-liebherr-233-l-clasa-e-variospace-smartfrost-h-140-1-cm-inox-ctpele231-26/pd/DX7XXPYBM/,https://s13emagst.akamaized.net/products/68627/68626619/images/res_7965182d164f5b1c88ad43ddd6d5d166.jpg?width=720&height=720&hash=EEBA32DD3D048DD7D203A4BC65BF5C10,Liebherr,233,143,0,1,0,1,0
117,"Frigider cu o usa Fram FSD-VRR315BGF+, 316 l, Ventilator, Lumina LED, Clasa F, H 176.9 cm, Crem",Frigidere,1934.05,F,217,3.2,5,https://www.emag.ro/frigider-cu-o-usa-fram-316-l-ventilator-lumina-led-clasa-f-h-176-9-cm-crem-fsd-vrr315bgf/pd/D0F550MBM/,https://s13emagst.akamaized.net/products/38665/38664388/images/res_d9d2de487e0105efe5cb24453541a712.jpg?width=720&height=720&hash=C72846B6E156282E2B641C20CCDF384C,Fram,316,161,0,0,1,0,0
118,"Frigider cu o usa Star-Light FTTM-93W, 93 l, Clasa E, H 86.5 cm, Alb",Frigidere,749.99,E,86,5,1,https://www.emag.ro/frigider-cu-o-usa-star-light-93-l-clasa-e-h-86-5-cm-alb-fttm-93w/pd/DVKKQ2YBM/,https://s13emagst.akamaized.net/products/61676/61675324/images/res_9ce0e82078370e033386c7ac6a6ada94.jpg?width=720&height=720&hash=723ED10F00AF5CFF0793778F883EF377,Star-Light,93,82,1,0,1,0,0
119,"Frigider cu doua usi Heinner HF-HM415NFSE++, 415 l, Full No Frost, Clasa E, Compresor Dual Inverter, Display, Blocare Acces copii, H 178 cm, Argintiu",Frigidere,2449.99,E,244,0,0,https://www.emag.ro/frigider-cu-doua-usi-heinner-415-l-full-no-frost-clasa-e-compresor-dual-inverter-display-blocare-acces-copii-h-178-cm-argintiu-hf-hm415nfse/pd/DJ20FVYBM/,https://s13emagst.akamaized.net/products/74339/74338295/images/res_108a970658b4a16e0e74e6ff966076ce.jpg?width=720&height=720&hash=7E6272BC2C3B56BD7A32E59287CF08C8,Heinner,415,143,0,1,0,1,0
120,"Frigider Gorenje VW TRANSPORTER T1 OBRB153R, 230 l, Clasa E, H 154 cm, Rosu",Frigidere,5593,E,161,4.5,2,https://www.emag.ro/frigider-gorenje-vw-transporter-t1-230-l-clasa-e-h-154-cm-rosu-obrb153r/pd/D4XQQ7BBM/,https://s13emagst.akamaized.net/products/5357/5356075/images/res_05e2094df90d5ffda1e8ef5b2386d0f5.jpg?width=720&height=720&hash=0BD699A3335EF964F1BC45E081A878C0,Gorenje,230,86,0,0,0,0,0
121,"Frigider cu doua usi Heinner HF-H2206BKF+, 205 l, Clasa F, H 143 cm, Negru",Frigidere,1029.35,F,215,4.79,19,https://www.emag.ro/frigider-cu-doua-usi-heinner-205-l-clasa-f-h-143-cm-negru-hf-h2206bkf/pd/D2MF0DMBM/,https://s13emagst.akamaized.net/products/34483/34482637/images/res_21bc25ea6f03aceed5774fbaf90e897e.jpg?width=720&height=720&hash=79134A2B25E1ACB2F785A3B34FA7DD95,Heinner,205,172,0,1,0,1,0
122,"Frigider cu o usa STARCREST SF-85SL-E, Clasa E, Capacitate 85L, Iluminare interioara, Compartiment gheata, H 82 cm, Gri",Frigidere,749,E,84,4.9,10,https://www.emag.ro/frigider-cu-o-usa-starcrest-clasa-e-capacitate-85l-iluminare-interioara-compartiment-gheata-h-82-cm-gri-sf-85sl-e/pd/DGV3KDYBM/,https://s13emagst.akamaized.net/products/63042/63041226/images/res_fce872b67314edc2f1e4bfa5660eb745.png?width=720&height=720&hash=B0337E756F290B15EF016B4B9FE178DE,STARCREST,85,186,0,1,1,0,0
123,"Frigider cu o usa Saturn ST-CF2722, 50W, 90L, Clasa E, Defrost, H 86 cm, Nivel de zgomot 39 dBA, Agent frigorific R600a, Alb",Frigidere,613.21,E,85,0,0,https://www.emag.ro/frigider-cu-o-usa-saturn-st-cf2722-50w-90l-clasa-e-defrost-h-86-cm-nivel-de-zgomot-39-dba-agent-frigorific-r600a-alb-8595150362600/pd/DKGH21YBM/,https://s13emagst.akamaized.net/products/78630/78629927/images/res_3cc1de77b0eab600948ed506dfcad002.png?width=720&height=720&hash=74A80919E38C259618F0D1D711FC9F53,,90,175,1,0,1,0,0
124,"Frigider incorporat Samsung BRB26715DWW/EF, 264 L, Tehnologie No Frost, Tehnologie SpaceMax, clasa energetica D, Alb",Frigidere,3999.98,D,185,0,0,https://www.emag.ro/frigider-incorporat-samsung-264-l-tehnologie-no-frost-tehnologie-spacemax-clasa-energetica-d-alb-brb26715dww-ef/pd/DLFSHPYBM/,https://s13emagst.akamaized.net/products/68686/68685078/images/res_bb57ef6e666c4e89cd5845922871eed9.jpg?width=720&height=720&hash=511605334A5718D35CB2AD6C0B222CFB,Samsung,264,177,1,0,0,0,0
125,"Frigider cu doua usi Beko RDNE350K30WN, 313 l, NeoFrost Dual Cooling, HarvestFresh, AeroFlow, Compresor ProSmart Inverter, Clasa F, H 172 cm, Alb",Frigidere,2499.98,F,276,3.75,4,https://www.emag.ro/frigider-cu-doua-usi-beko-313-l-neofrost-dual-cooling-harvestfresh-aeroflow-compresor-prosmart-inverter-clasa-f-h-172-cm-alb-rdne350k30wn/pd/D1C4Y6MBM/,https://s13emagst.akamaized.net/products/53643/53642702/images/res_b7f7a85be0a3d0230ac03d5c255eff23.jpg?width=720&height=720&hash=97A86ABE66E72043E562919D9B1D747A,Beko,313,172,1,0,0,1,0
126,"Frigider cu 2 usi Daewoo Static, congelatorul sus, volum net 235L, clasa E, control mecanic, usi reversibile, raft pentru sticle, Alb",Frigidere,1128.89,E,177,0,0,https://www.emag.ro/frigider-cu-2-usi-daewoo-static-congelatorul-sus-volum-net-235l-clasa-e-control-mecanic-usi-reversibile-raft-pentru-sticle-alb-dts-240mew/pd/DBNJPZYBM/,https://s13emagst.akamaized.net/products/77949/77948911/images/res_c512b18bb5a5dbc3a5512f4a8d2befe3.jpg?width=720&height=720&hash=4FEFED6D922B59C71E2683B99831A9D0,Daewoo,235,122,1,0,0,0,0
127,"Frigider cu o usa Electrolux LRT7ME39X, 390 l, MultiFlow, Control electronic, Usa reversibila, Iluminare LED, Clasa E, H 186 cm, Inox",Frigidere,4299.98,E,121,0,0,https://www.emag.ro/frigider-cu-o-usa-electrolux-390-l-multiflow-control-electronic-usa-reversibila-iluminare-led-clasa-e-h-186-cm-inox-lrt7me39x/pd/D1V3RXYBM/,https://s13emagst.akamaized.net/products/70013/70012314/images/res_81c9e657608a503ba801af5704199720.jpg?width=720&height=720&hash=8A69F36CE543698D3FD29925F53101E3,Electrolux,390,186,0,1,1,0,0
128,"Frigider Vortex VM4SWH01M, Static, 43 l, Control mecanic, Usa reversibila, Clasa F, Alb",Frigidere,558.99,F,100,0,0,https://www.emag.ro/frigider-vortex-static-43-l-control-mecanic-usa-reversibila-clasa-f-alb-vm4swh01m/pd/DTXC39MBM/,https://s13emagst.akamaized.net/products/41668/41667448/images/res_8d029bf4d6f529015d2eea20d65c6dc1.jpg?width=720&height=720&hash=A40DF696F4D64544A649A97BE9B49B16,Vortex,43,175,1,0,0,0,0
129,"Frigider cu doua usi Laretti LR-CF1725W, 55W, 261L, Clasa E, Defrost, H 175 cm, Nivel de zgomot 39 dBA, Agent frigorific R600a, Argintiu",Frigidere,1245.11,E,189,0,0,https://www.emag.ro/frigider-cu-doua-usi-laretti-lr-cf1725w-55w-261l-clasa-e-defrost-h-175-cm-nivel-de-zgomot-39-dba-agent-frigorific-r600a-argintiu-8595150362631/pd/DW8H21YBM/,https://s13emagst.akamaized.net/products/78630/78629918/images/res_1bd7446e1902c49e6d7e2c37022866ab.jpg?width=720&height=720&hash=DF2AA5A7440403083F925CAD0DD64DB3,,261,86,0,1,0,1,0
130,"Frigider incorporabil cu o usa Bosch KIR81ADD0, 310 l, FreshSense, Iluminare LED, MultiBox, Clasa D, H 177.5 cm",Frigidere,4499.99,D,91,5,1,https://www.emag.ro/frigider-incorporabil-cu-o-usa-bosch-310-l-freshsense-iluminare-led-multibox-clasa-d-h-177-5-cm-kir81add0/pd/D7S33TYBM/,https://s13emagst.akamaized.net/products/63816/63815737/images/res_1e96bec7b3fbb794f837034154ca84be.jpg?width=720&height=720&hash=F0B62F35CEE71D18FAEEE0257F83BC89,Bosch,310,85,0,0,1,0,0
131,"Frigider incorporabil Electrolux LRB3AE12S, 208 l, NoFrost, Control mecanic, Clasa E, H 122 cm",Frigidere,2499.98,E,101,0,0,https://www.emag.ro/frigider-incorporabil-electrolux-208-l-nofrost-control-mecanic-clasa-e-h-122-cm-lrb3ae12s/pd/DY1LZ2YBM/,https://s13emagst.akamaized.net/products/61629/61628684/images/res_92ace0f72689560b535772fea3dc1aee.jpg?width=720&height=720&hash=EFCEEFB35F65B87D40BF3FB2F21F6A6E,Electrolux,208,144,0,0,0,0,0
132,"Frigider cu o usa Heinner HF-V401NFSE++, 389 l, No Frost, Control electronic, Iluminare LED, Clasa E, H 186 cm, Argintiu",Frigidere,2799.99,E,121,5,2,https://www.emag.ro/frigider-cu-o-usa-heinner-389-l-no-frost-control-electronic-iluminare-led-clasa-e-h-186-cm-argintiu-hf-v401nfse/pd/D9G74JYBM/,https://s13emagst.akamaized.net/products/72607/72606385/images/res_e4aaf904f3c6cdb8c6ad91ac9953dcdf.png?width=720&height=720&hash=7D92312C908EEE2AFAE99F3F0B7D2ADB,Heinner,389,172,0,1,1,0,0
133,"Frigider - Racitor cu o usa STARCREST SFL-930WHT, Clasa E, Capacitate 93L, Iluminare interioara, H 86.4 cm, Alb",Frigidere,699,E,86,4,1,https://www.emag.ro/frigider-racitor-cu-o-usa-starcrest-clasa-e-capacitate-93l-iluminare-interioara-h-86-4-cm-alb-sfl-930wht/pd/DWVG8FYBM/,https://s13emagst.akamaized.net/products/71576/71575379/images/res_4abebbcd1c325e18c31139fe7b48cfbc.jpg?width=720&height=720&hash=DBC382DF868FA9319AB1AB2445D050AD,STARCREST,93,145,1,0,1,0,0
134,"Frigider cu o usa Heinner HF-HM90E++, 90 l, Clasa E, Iluminare LED, H 85 cm, Alb",Frigidere,659.99,E,85,0,0,https://www.emag.ro/frigider-cu-o-usa-heinner-90-l-clasa-e-iluminare-led-h-85-cm-alb-hf-hm90e/pd/DSD18SYBM/,https://s13emagst.akamaized.net/products/73815/73814613/images/res_ad46b83fb4657a35423a1bf74fe79311.jpg?width=720&height=720&hash=861E765C295AA7C3CB27E284A1D92735,Heinner,90,88,1,0,1,0,0
135,"Frigider incorporabil cu 2 usi Candy CFBD 2450/2E, 220 l, Clasa F, H 144.4 cm, Alb",Frigidere,1349,F,221,0,0,https://www.emag.ro/frigider-incorporabil-cu-2-usi-candy-220-l-clasa-f-h-144-4-cm-alb-cfbd-2450-2e/pd/D9B84NBBM/,https://s13emagst.akamaized.net/products/8905/8904640/images/res_4b4338b0bc4295ad6aa6b058d2f9394c.jpg?width=720&height=720&hash=0D60948F437846ABBB1081ADAC5D8CB2,Candy,220,190,1,0,0,0,0
136,"Frigider cu doua usi Beko RDNT401I40SWBN, 375 l, NeoFrost Dual Cooling, HarvestFresh, NutriFreeze, Display touch control, No Frost Freezer, Clasa E, H 172 cm, Negru",Frigidere,2799.99,E,245,0,0,https://www.emag.ro/frigider-cu-doua-usi-beko-375-l-neofrost-dual-cooling-harvestfresh-nutrifreeze-display-touch-control-no-frost-freezer-clasa-e-h-172-cm-negru-rdnt401i40swbn/pd/DB8C1VYBM/,https://s13emagst.akamaized.net/products/74587/74586961/images/res_ad49dd7edfbb75c18a0929642c44f147.jpg?width=720&height=720&hash=0500CF6E8997121B5F3EB025CA273C69,Beko,375,152,0,1,0,1,0
137,"Frigider Gorenje R619DABK6, 398l, H: 185 cm, EasyOpen, AdaptTech, DynamicAir, clasa energetica D, Negru",Frigidere,3399.99,D,98,0,0,https://www.emag.ro/frigider-gorenje-398l-h-185-cm-easyopen-adapttech-dynamicair-clasa-energetica-d-negru-r619dabk6/pd/DJN4NKYBM/,https://s13emagst.akamaized.net/products/64934/64933143/images/res_36ff15356618d2b625394eecc38c3ef8.png?width=720&height=720&hash=0671FB34DFB715750E23C2502A804030,Gorenje,398,185,0,1,0,0,0
138,"Frigider cu doua usi FDD-VRL212RDE++, 212 l, Less Frost, Control mecanic cu termostat ajustabil, Iluminhare LED, Clasa E, H 145 cm, Rosu",Frigidere,1412.29,E,177,0,0,https://www.emag.ro/frigider-cu-doua-usi-212-l-less-frost-control-mecanic-cu-termostat-ajustabil-iluminhare-led-clasa-e-h-145-cm-rosu-fdd-vrl212rde/pd/D265K5YBM/,https://s13emagst.akamaized.net/products/81535/81534003/images/res_c6ba964ca762664b95037e59b5809234.jpg?width=720&height=720&hash=FF6CF4E46AE01331B1F6647B744BEA39,,212,184,0,0,0,1,0
139,"Frigider cu o usa incorporabil Electrolux LRB2AE88S, 142l, Clasa E, Usa reversibila, Dezghetare automata, H 88 cm",Frigidere,1735.07,E,93,5,1,https://www.emag.ro/frigider-cu-o-usa-incorporabil-electrolux-142l-clasa-e-usa-reversibila-dezghetare-automata-h-88-cm-lrb2ae88s/pd/DGSNNPMBM/,https://s13emagst.akamaized.net/products/39989/39988727/images/res_33a2bdbfd60a78662264cdaaeac50687.jpg?width=720&height=720&hash=580EBD88DB56E0E39B18699A26711096,Electrolux,142,122,0,0,1,0,0
140,"Frigider cu o usa Liebherr Rsve 1201, 98 l, Clasa E, SuperCool, TouchControl, H 85 cm, Argintiu",Frigidere,1693.86,E,138,0,0,https://www.emag.ro/frigider-cu-o-usa-liebherr-98-l-clasa-e-supercool-touchcontrol-h-85-cm-argintiu-rsve-1201/pd/DKTVFPYBM/,https://s13emagst.akamaized.net/products/68805/68804942/images/res_4fbe6ce1468abec8bd683656261c61b2.jpg?width=720&height=720&hash=1C4A24E0FAFCC61B86C3F828B6362231,Liebherr,98,51,0,1,1,0,0
141,"Frigider cu o usa Haier H3R-330WNA, 330l, No Frost, Motor Inverter, Quick Cool Zone, My Zone, Clasa A, H 190 cm, Alb",Frigidere,4589.71,A,66,0,0,https://www.emag.ro/frigider-cu-o-usa-haier-330l-no-frost-motor-inverter-quick-cool-zone-my-zone-clasa-a-h-190-cm-alb-h3r-330wna/pd/DXYX9HMBM/,https://s13emagst.akamaized.net/products/39218/39217524/images/res_51fe684e8e109f1d2895bfd278efaf43.jpg?width=720&height=720&hash=26EA8874B5725A091C857A311A9A2DE6,Haier,330,51,1,0,1,0,0
142,"Frigider cu doua usi Sharp SJ-BB02DTXWF, NanoFrost, 230 l, H 152 cm, noua clasa F, alb",Frigidere,1899,F,265,5,1,https://www.emag.ro/frigider-cu-doua-usi-sharp-sj-bb02dtxwf-nanofrost-230-l-h-152-cm-noua-clasa-f-alb-sharpsj-bb02dtxwf/pd/D9RQ2DMBM/,https://s13emagst.akamaized.net/products/34314/34313294/images/res_166dbaa261b68c6bacffb9ddcbcc30fa.jpg?width=720&height=720&hash=21A3DA2FD462206BE0FCA240E3234AED,Sharp,230,49,1,0,0,1,0
143,"Frigider- Racitor Samus SRX474NFE, 359 L, Full No Frost, Multi Air Flow System, Clasa energetica E, Afisaj electronic LCD, H 185 cm, Inox/Argintiu",Frigidere,2215.98,E,118,5,1,https://www.emag.ro/frigider-racitor-samus-359-l-full-no-frost-multi-air-flow-system-clasa-energetica-e-afisaj-electronic-lcd-h-185-cm-inox-argintiu-srx474nfe/pd/D99JDSYBM/,https://s13emagst.akamaized.net/products/34914/34913207/images/res_23a6121f73cb2645e7e311a8a8dacd5c.jpg?width=720&height=720&hash=C6E59E786BE59B1EDA6082591A6AD15F,Samus,359,185,0,1,0,0,0
144,"Frigider cu doua usi Toshiba GR-RT820PGJ-PGB-1, 611l, NoFrost, Compresor inverter, Control touch, Icemaker, Antibacteria Ag+, Clasa E, H 184 cm, Sticla maro",Frigidere,7199.99,E,316,5,2,https://www.emag.ro/frigider-cu-doua-usi-toshiba-611l-nofrost-compresor-inverter-control-touch-icemaker-antibacteria-ag-clasa-e-h-184-cm-sticla-maro-gr-rt820pgj-pgb-1/pd/DKPQQFMBM/,https://s13emagst.akamaized.net/products/43221/43220394/images/res_f5e59dde555155a03dea26cc87389312.jpg?width=720&height=720&hash=7B103A920174638B309DBDB64C3F46C8,Toshiba,611,143,0,0,0,1,0
145,"Frigider cu o usa incorporabil Bosch KIL42VFE0 , 187 l, EcoAirflow, Iluminare LED, FreshSense, Clasa E, H 122 cm",Frigidere,3399.98,E,147,0,0,https://www.emag.ro/frigider-cu-o-usa-incorporabil-bosch-187-l-ecoairflow-iluminare-led-freshsense-clasa-e-h-122-cm-kil42vfe0/pd/DZ574ZMBM/,https://s13emagst.akamaized.net/products/49519/49518275/images/res_4de66e0ec300d3ab5bd69b3f96431bb7.jpg?width=720&height=720&hash=EDDC7FDA45EBC8B3B3E51CA5A284BBA7,Bosch,187,144,0,0,1,0,0
146,"Frigider minibar Tesla RS0400ME, 43L, clasa E, Usa reversibila, H 49.2 cm, Alb",Frigidere,515,E,80,0,0,https://www.emag.ro/frigider-minibar-tesla-43l-clasa-e-usa-reversibila-h-49-2-cm-alb-rs0400me/pd/DJQY8RYBM/,https://s13emagst.akamaized.net/products/81184/81183157/images/res_4c4a13b3b32d87474c4d8b1bdeca5c73.png?width=720&height=720&hash=193352F8BBDBCC3D2B2E48C2E4D2FB1B,Tesla,43,83,1,0,0,0,1
147,"Frigider Miele KS 4783 DD edt/cs, 399 l, Clasa D, DailyFresh, DynaCool, SoftClose, FlexiBoard, ComfortClean, H 185.5 cm, inox",Frigidere,6799.98,D,98,5,1,https://www.emag.ro/frigider-miele-399-l-clasa-d-dailyfresh-dynacool-softclose-flexiboard-comfortclean-h-185-5-cm-inox-ks-4783-dd-edt-cs/pd/DNDKJJYBM/,https://s13emagst.akamaized.net/products/72520/72519177/images/res_8983ccdc2929fd410009f479fcd5ecbe.jpg?width=720&height=720&hash=1A741EEE237303A5B47A38830607C000,TCL,399,160,0,1,0,0,0
148,"Frigider cu doua usi LDK LF-220ES. Clasa E, Capacitate 210 l, Termostat ajustabil, Iluminare LED, H 143 cm, Argintiu",Frigidere,999.91,E,178,0,0,https://www.emag.ro/frigider-cu-doua-usi-ldk-clasa-e-capacitate-210-l-termostat-ajustabil-iluminare-led-h-143-cm-argintiu-lf-220es/pd/DGV2FVYBM/,https://s13emagst.akamaized.net/products/74333/74332976/images/res_0ebda1b06df65db0bf71245d6a8d123d.jpg?width=720&height=720&hash=3564DB5408E642F6AC38E5C8450AA98B,LDK,210,145,0,1,0,1,0
149,"Frigider LG GTBV22PYGKD, 217 l, No Frost, Compresor Smart Inverter, Multi-Air Flow, Door Cooling, Clasa E, H 144.5 cm, Argintiu",Frigidere,2999.99,E,199,0,0,https://www.emag.ro/frigider-lg-217-l-no-frost-compresor-smart-inverter-multi-air-flow-door-cooling-clasa-e-h-144-5-cm-argintiu-gtbv22pygkd/pd/DQ6QF5YBM/,https://s13emagst.akamaized.net/products/81741/81740638/images/res_f289e3f4571e6ab3c577c8fe148d76b4.jpg?width=720&height=720&hash=D41DBD3DCAB8798D846FB1BC11423794,LG,217,50,0,1,0,0,0
150,"Frigider cu o usa Candy CHASD4351EWC, 42 l, Clasa E, H 51 cm, Alb",Frigidere,656.9,E,80,5,1,https://www.emag.ro/frigider-cu-o-usa-candy-42-l-clasa-e-h-51-cm-alb-chasd4351ewc/pd/DBB0X7YBM/,https://s13emagst.akamaized.net/products/62273/62272800/images/res_403075da36c57308c80231191fc18253.jpg?width=720&height=720&hash=75886A24E758DA2C3D6108B23C8A3631,Candy,42,180,1,0,1,0,0
151,"Frigider Whirlpool W55TM 4110 W 1, 171 l, flux de aer Multiflow, clasa energetica F, alb",Frigidere,1699.99,F,221,0,0,https://www.emag.ro/frigider-whirlpool-171-l-flux-de-aer-multiflow-clasa-energetica-f-alb-w55tm-4110-w-1/pd/DZYP72MBM/,https://s13emagst.akamaized.net/products/32484/32483806/images/res_1125081307acedf1e2336e8253ce046a.jpg?width=720&height=720&hash=E254E5445A186AA79CA570B4FD5EC778,Whirlpool,171,157,1,0,0,0,0
152,"Frigider cu o usa STARCREST SF-91GLS-WHE Clasa E, Capacitate 91L, Iluminare interioara, H 83 cm, Sticla Alba",Frigidere,728.99,E,85,4.75,8,https://www.emag.ro/frigider-cu-o-usa-starcrest-clasa-e-capacitate-91l-iluminare-interioara-h-83-cm-sticla-alba-sf-91gls-whe/pd/DHNHH4YBM/,https://s13emagst.akamaized.net/products/57883/57882834/images/res_d0f3949abb58138807177acef3af546d.png?width=720&height=720&hash=E6E64D4AF5CED5C9B18D926FE448F3EA,STARCREST,91,83,1,0,1,0,0
153,"Frigider cu doua usi Arctic AD54280M30W, 250 l, Clasa F, Garden Fresh, H 160.6 cm, Alb",Frigidere,1349.91,F,228,4.66,70,https://www.emag.ro/frigider-cu-doua-usi-arctic-250-l-clasa-f-garden-fresh-h-160-6-cm-alb-ad54280m30w/pd/D2FWL2MBM/,https://s13emagst.akamaized.net/products/32979/32978145/images/res_aa6106f2210dd31eef0887cedd483798.jpg?width=720&height=720&hash=AB9CA3B40360D074FB0B9542499C4756,Arctic,250,176,1,0,0,1,0
154,"Frigider cu o usa Heinner HF-V255E++, 255 l, Clasa E, Control mecanic, Iluminare LED, H 145.5 cm, Alb",Frigidere,1169.99,E,105,0,0,https://www.emag.ro/frigider-cu-o-usa-heinner-255-l-clasa-e-control-mecanic-iluminare-led-h-145-5-cm-alb-hf-v255e/pd/DQHN6ZYBM/,https://s13emagst.akamaized.net/products/78390/78389135/images/res_a6ee5c2922f0b01b5a3544c99a339b66.jpg?width=720&height=720&hash=0D9568ED22D49234607B375AFF072B2E,Heinner,255,165,1,0,1,0,0
155,"Frigider minibar Vanora Home VMB-45F, 45 l, Clasa F, Control mecanic cu termostat ajustabil, 1 raft din sticla, Usa reversibila, H 50 cm, Alb",Frigidere,595,F,100,0,0,https://www.emag.ro/frigider-minibar-vanora-home-45-l-clasa-f-control-mecanic-cu-termostat-ajustabil-1-raft-din-sticla-usa-reversibila-h-50-cm-alb-vmb-45f/pd/DCJYYSYBM/,https://s13emagst.akamaized.net/products/73021/73020179/images/res_ee18ef9d1fea6ce4646a0dd944334fc4.jpg?width=720&height=720&hash=AFB4164690680D4F26A3047DC49A9B14,,45,84,1,0,0,0,1
156,"Frigider cu doua usi Liebherr CTPe 251-26, 270 l, Clasa E, VarioSpace, SmartFrost, H 157.1 cm, Alb",Frigidere,1943.89,E,190,5,5,https://www.emag.ro/frigider-cu-doua-usi-liebherr-270-l-clasa-e-variospace-smartfrost-h-157-1-cm-alb-ctpe-251-26/pd/DYDVFPYBM/,https://s13emagst.akamaized.net/products/68805/68804905/images/res_664dcffbc5c211e34ab5296a1d3eff12.jpg?width=720&height=720&hash=3E9DF1B1EC0708431A03659ADF62CEA2,Liebherr,270,143,1,0,0,1,0
