id,nume,categorie,pret,clasa,consum_energetic,rating,nr_reviewuri,url_produs,imagine_url,Producator,Volum,Inaltime,Alb,Argintiu,O_usa,Doua_usi,Minibar
389,"Frigider cu doua usi SHARP SJ-FTB03ITXLE, 243 l, Fruit&VegZone, Clasa E, H 160 cm, Inox",Frigidere,1899,E,178,0,0,https://www.emag.ro/frigider-cu-doua-usi-sharp-243-l-fruit-vegzone-clasa-e-h-160-cm-inox-sj-ftb03itxle/pd/DYNNHXYBM/,https://s13emagst.akamaized.net/products/69601/69600706/images/res_d7c226084835d8b7a309250b97996c99.jpg?width=720&height=720&hash=A1AF57AE0A0C2CA482CC34FBDC018B42,Sharp,243,143,0,1,0,1,0
390,"Frigider cu o usa Snaige R12SM-TT000E0, 122 l, H 83, 8 cm, Racire statica, Iluminare LED, Clasa E, Alb",Frigidere,1199,E,145,0,0,https://www.emag.ro/frigider-cu-o-usa-snaige-122-l-h-83-8-cm-racire-statica-iluminare-led-clasa-e-alb-r12sm-tt000e0/pd/DMW9BTYBM/,https://s13emagst.akamaized.net/products/63738/63737334/images/res_30bae920a0e0b12b338564b7fa7e9f6c.jpg?width=720&height=720&hash=91987D341D5E86863E9740C56F2DF10E,Snaige,122,170,1,0,1,0,0
391,"Frigider cu doua usi Finlux FXRA 28310E, Clasa E, H 160 cm, 243 l, Alb",Frigidere,1648.99,E,178,0,0,https://www.emag.ro/frigider-cu-doua-usi-finlux-fxra-28310e-clasa-e-h-160-cm-243-l-alb-fxra28310e/pd/DNT2GFYBM/,https://s13emagst.akamaized.net/products/71980/71979126/images/res_3f06428b9316fd64acbc94e65d9ca0e4.jpg?width=720&height=720&hash=2AC3A56041622E8D62630AAE5F63F986,Finlux,243,185,1,0,0,1,0
392,"Frigider cu doua usi Fram FDD-VRR311YLE++, 311 l, Control mecanic cu termostat ajustabil, Iluminare LED, Clasa E, H 179.4 cm, Galben",Frigidere,2497.99,E,209,0,0,https://www.emag.ro/frigider-cu-doua-usi-fram-311-l-control-mecanic-cu-termostat-ajustabil-iluminare-led-clasa-e-h-179-4-cm-galben-fdd-vrr311yle/pd/DN65K5YBM/,https://s13emagst.akamaized.net/products/81535/81534008/images/res_157b5683520c8c980ac84de4ebc425a5.jpg?width=720&height=720&hash=3D7800E312A69410BAD9F1410E5ADF8C,Fram,311,178,1,0,0,1,0
393,"Frigider cu doua usi LG GTB574PZCVD, 438 l, No Frost, LinearCooling, Compresor Linear Inverter, Clasa F, H 178 cm, Argintiu",Frigidere,6069,F,320,5,1,https://www.emag.ro/frigider-cu-doua-usi-lg-438-l-no-frost-linearcooling-compresor-linear-inverter-clasa-f-h-178-cm-argintiu-gtb574pzcvd/pd/DSJWSRMBM/,https://s13emagst.akamaized.net/products/43922/43921375/images/res_72eb58420d08224c9f54bffd63dd6c20.jpg?width=720&height=720&hash=9FC1ACFF0B922AE8BD58778FEF03AF00,LG,438,85,0,1,0,1,0
394,"Frigider cu o usa Liebherr RBc 525i Prime, BioFresh, 387 l, H 185.5 cm, Clasa C, Alb",Frigidere,7298.98,C,108,0,0,https://www.emag.ro/frigider-cu-o-usa-liebherr-rbc-525i-prime-biofresh-387-l-h-185-5-cm-clasa-c-alb-rbc525i/pd/DWFVZXYBM/,https://s13emagst.akamaized.net/products/69938/69937270/images/res_20aa85b1f48f9ce516277fa50b681860.jpg?width=720&height=720&hash=8264E89181A56ADD13BEF004E5B77742,Liebherr,387,172,1,0,1,0,0
395,"Frigider cu o Usa GORENJE R4142PW, 242 l, H 143 cm, Clasa E, Alb",Frigidere,1832.6,E,104,0,0,https://www.emag.ro/frigider-cu-o-usa-gorenje-r4142pw-242-l-h-143-cm-clasa-e-alb-axr4142pw/pd/D3Y9YXYBM/,https://s13emagst.akamaized.net/products/69338/69337176/images/res_699a5ec7fc17a9be32249338e9fd29d1.jpg?width=720&height=720&hash=1B367619A7F657606390AC580D44EF02,Gorenje,242,185,1,0,1,0,0
396,"Frigider cu Doua Usi HISENSE RT422N4AWE, Total No Frost, 325 l, H 170 cm, Clasa E, Alb",Frigidere,3427.2,E,216,0,0,https://www.emag.ro/frigider-cu-doua-usi-hisense-rt422n4awe-total-no-frost-325-l-h-170-cm-clasa-e-alb-axrt422n4awe/pd/DL5MZZYBM/,https://s13emagst.akamaized.net/products/78233/78232954/images/res_8b089989c605cf9e6cb4f0a42cf18ff8.jpg?width=720&height=720&hash=C4AE5C61064D6A3AFC54ABF3F618B8FB,HISENSE,325,85,1,0,0,1,0
397,"Frigider Cu Doua Usi HISENSE RT600N4WC2, Total No Frost, 467 L, H 185 Cm, Clasa E, Dozator Apa, Argintiu",Frigidere,4760,E,254,0,0,https://www.emag.ro/frigider-cu-doua-usi-hisense-rt600n4wc2-total-no-frost-467-l-h-185-cm-clasa-e-dozator-apa-argintiu-ax6921727047694/pd/D0D32ZYBM/,https://s13emagst.akamaized.net/products/77699/77698007/images/res_19c19077df98b363ed9789ec9b06950d.jpg?width=720&height=720&hash=9BADD2C7B65B2543143DE23877E515F9,HISENSE,467,127,0,1,0,1,0
398,"Frigider Incorporabil cu o usa Liebherr IRDdi 5121 Plus EasyFresh, 286 l, H 178 cm, Clasa D, Alb",Frigidere,6698.99,D,137,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-liebherr-irddi-5121-plus-easyfresh-286-l-h-178-cm-clasa-d-alb-irddi5121/pd/DKSYYSYBM/,https://s13emagst.akamaized.net/products/72821/72820993/images/res_4689e902fbd42cef0ded5b508ceaef14.jpg?width=720&height=720&hash=E21F94E4BE3193131D73D3D0036945A3,Liebherr,286,85,1,0,1,0,0
399,Frigider cu 1 usa Liebherr TP 1414 122 L Control mecanic H 85 cm Clasa F Alb,Frigidere,1957.55,F,139,5,1,https://www.emag.ro/frigider-cu-1-usa-liebherr-122-l-control-mecanic-h-85-cm-clasa-f-alb-tp-1414/pd/DD8WR2BBM/,https://s13emagst.akamaized.net/products/4469/4468563/images/res_dd62152f1f38af8e979cd2d2506d344c.jpg?width=720&height=720&hash=130AB8C6E6FE26805A0B5BCF30534835,Liebherr,122,186,1,0,0,0,0
400,"Frigider cu Doua Usi HISENSE RT488N4DC2, NoFrost Plus, 381 l, H 172 cm, clasa E, Argintiu",Frigidere,3748.5,E,239,0,0,https://www.emag.ro/frigider-cu-doua-usi-hisense-rt488n4dc2-nofrost-plus-381-l-h-172-cm-clasa-e-argintiu-axrt488n4dc2/pd/DTTBKCMBM/,https://s13emagst.akamaized.net/products/47339/47338123/images/res_5229553d772954f4ab9234f096fb7370.jpg?width=720&height=720&hash=80B700C4BADCA0A650D62A3763B383AD,HISENSE,381,143,0,1,0,1,0
401,"Frigider cu o Usa HISENSE RL528D4EFE, No Frost, 398 l, H 185 cm, Clasa E, Negru",Frigidere,3665.2,E,123,0,0,https://www.emag.ro/frigider-cu-o-usa-hisense-rl528d4efe-no-frost-398-l-h-185-cm-clasa-e-negru-axrl528d4efe/pd/DVM5Z3YBM/,https://s13emagst.akamaized.net/products/60710/60709302/images/res_cc54b130673c8d436a8f066507a3a6ff.jpg?width=720&height=720&hash=68C0A708E7C19C0CCF49FF985D134A59,HISENSE,398,85,0,1,1,0,0
402,Frigider cu o usa Liebherr TPesf 1710 147 L Clasa A++ H 85 cm Argintiu,Frigidere,2921.45,A++,93,0,0,https://www.emag.ro/frigider-cu-o-usa-liebherr-147-l-clasa-a-h-85-cm-argintiu-tpesf-1710/pd/D051BYBBM/,https://s13emagst.akamaized.net/products/1870/1869961/images/res_47fe93008a59a260fd785c413d1676ff.jpg?width=720&height=720&hash=013666FDA25C3F4732DE0644245596D6,Liebherr,147,155,0,1,1,0,0
403,"Frigider Incorporabil cu o Usa LIEBHERR IRBD 4120, 190 l, H 127.7 cm, Clasa D, Alb",Frigidere,4403,D,114,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-liebherr-irbd-4120-190-l-h-127-7-cm-clasa-d-alb-axirbd4120/pd/DPRNSJMBM/,https://s13emagst.akamaized.net/products/43922/43921370/images/res_73be1b6657013e3246ea371640e748a3.jpg?width=720&height=720&hash=CB0FE98493CF07573F9954B95288EC7A,Liebherr,190,161,1,0,1,0,0
404,"Frigider cu o usa Crown DF80KFW, H 85 cm, Sistem racire static, 19 Kg, 80 l, Clasa F, Alb",Frigidere,799,F,98,0,0,https://www.emag.ro/frigider-cu-o-usa-crown-h-85-cm-sistem-racire-static-19-kg-80-l-clasa-f-alb-df80kfw/pd/DL32TPYBM/,https://s13emagst.akamaized.net/products/68554/68553049/images/res_11a9d5f5520600aabf98e5dee502dc60.jpg?width=720&height=720&hash=EBA0261D14FF1BB4E10585A1A9E9AF70,Crown,80,185,1,0,1,0,0
405,"Frigider cu doua usi Arielli ARD-273 FNS, H 143 cm, Racire statica, Iluminare LED, Termostat reglabil, 204 l, clasa F, Argintiu",Frigidere,1369,F,221,0,0,https://www.emag.ro/frigider-cu-doua-usi-arielli-ard-273-fns-h-143-cm-racire-statica-iluminare-led-termostat-reglabil-204-l-clasa-f-argintiu-ard-273fns/pd/DKLFLYYBM/,https://s13emagst.akamaized.net/products/59747/59746029/images/res_33dfa080918c1f5178c7411eae7dbcb7.jpg?width=720&height=720&hash=971E92CEB0A6B38A68DAC6701883F54C,Arielli,204,185,0,1,0,1,0
406,"Frigider de depozitare cu usa de sticla, Snaige CD14SM-S3003CX, 123 l, H 85 cm, Clasa C, Alb",Frigidere,2199,C,362,0,0,https://www.emag.ro/frigider-de-depozitare-cu-usa-de-sticla-snaige-123-l-h-85-cm-clasa-c-alb-cd14sm-s3003cx/pd/D03FBTYBM/,https://s13emagst.akamaized.net/products/63738/63737467/images/res_116695c14f76fe923d602918a04999b0.png?width=720&height=720&hash=3CDD1298E8722956F7D9591E6F4810F2,Snaige,123,122,1,0,0,0,0
407,"Frigider cu o usa Electrolux LRB1DE33X, 309 l, Clasa E, Control electronic, Iluminare LED, Ventilator, Usa reversibila, H 155 cm, Inox",Frigidere,3546.2,E,112,0,0,https://www.emag.ro/frigider-cu-o-usa-electrolux-309-l-clasa-e-control-electronic-iluminare-led-ventilator-usa-reversibila-h-155-cm-inox-lrb1de33x/pd/DP08FCMBM/,https://s13emagst.akamaized.net/products/47574/47573666/images/res_1417fcd8b8138dddd743706eb903eed8.jpg?width=720&height=720&hash=76DD57A56B77D9825297F677AE22DBEF,Electrolux,309,82,0,1,1,0,0
408,"Frigider cu doua usi Heinner HF-HS243E++, 243 l, Control mecanic cu termostat ajustabil, Iluminare LED, Clasa E, H 161 cm, Alb",Frigidere,1899.99,E,177,0,0,https://www.emag.ro/frigider-cu-doua-usi-heinner-243-l-control-mecanic-cu-termostat-ajustabil-iluminare-led-clasa-e-h-161-cm-alb-hf-hs243e/pd/DJ55K5YBM/,https://s13emagst.akamaized.net/products/81534/81533984/images/res_4b7c45226fb56a12b79a3f021cfb27b3.jpg?width=720&height=720&hash=56338A8B2C3D83B29788421DCC690DA8,Heinner,243,186,1,0,0,1,0
409,"Frigider Liebherr SRsdd 5250 Prime, EasyFresh, 401 l, Clasa D, H 185.5 cm, SmartSteel, Silver",Frigidere,6307,D,99,0,0,https://www.emag.ro/frigider-liebherr-srsdd-5250-prime-easyfresh-401-l-clasa-d-h-185-5-cm-smartsteel-silver-srsdd5250/pd/D5QX44MBM/,https://s13emagst.akamaized.net/products/45321/45320213/images/res_a3053b4941f84e8b4241e629ad7ec5e7.jpg?width=720&height=720&hash=1EB4A6D4BAFD521F886E1C400313CD8B,Liebherr,401,185,0,1,0,0,0
410,"Frigider cu o Usa GORENJE R619FEW5, 398 l, H 185 cm, Clasa F, Alb",Frigidere,3153.5,F,153,0,0,https://www.emag.ro/frigider-cu-o-usa-gorenje-r619few5-398-l-h-185-cm-clasa-f-alb-axr619few5/pd/D83BRLMBM/,https://s13emagst.akamaized.net/products/48768/48767988/images/res_c53717fe3fadc80f87f2e286892f32be.jpg?width=720&height=720&hash=1E9FA2A317D2207700638878E9ED4B7A,Gorenje,398,185,1,0,1,0,0
411,"Frigider cu o usa Liebherr RBbsb 525i Prime, BioFresh, 387 l, H 185.5 cm, Clasa B, BlackSteel, Dark Inox",Frigidere,8498.98,B,86,0,0,https://www.emag.ro/frigider-cu-o-usa-liebherr-rbbsb-525i-prime-biofresh-387-l-h-185-5-cm-clasa-b-blacksteel-dark-inox-rbbsb525i/pd/D2JVZXYBM/,https://s13emagst.akamaized.net/products/69938/69937275/images/res_90fa2ed6439ee1e7358ba06072a0acc3.jpg?width=720&height=720&hash=01E56651E0595C8B2E0AE7C84C0BA386,Liebherr,387,185,0,1,1,0,0
412,"Frigider incorporabil cu o usa Exquisit EKS 201-3-E-040F, capacitate 181 l, H 122.6 cm, Clasa F, Alb",Frigidere,2299.91,F,182,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-exquisit-eks-201-3-e-040f-capacitate-181-l-h-122-6-cm-clasa-f-alb-eks201-3-e-040f/pd/DB6ZTJMBM/,https://s13emagst.akamaized.net/products/43637/43636003/images/res_f804eb28251dde34c78b5bf74020d4d3.jpg?width=720&height=720&hash=503AC08E49DBAC2B81EAF8298E7F6974,Exquisit,181,140,1,0,1,0,0
413,"Frigider cu o Usa SHARP SJ-UE088T0B-EU, 89 l, H 82 cm, Clasa E, Negru",Frigidere,1339.99,E,108,0,0,https://www.emag.ro/frigider-cu-o-usa-sharp-sj-ue088t0b-eu-89-l-h-82-cm-clasa-e-negru-axsue088t0b-eu/pd/DX732ZYBM/,https://s13emagst.akamaized.net/products/77698/77697979/images/res_be565da65c217bad01b2aa2a22e3eaca.jpg?width=720&height=720&hash=C2CA6D74069EE106E74050CF14A3FDF0,Sharp,89,145,0,1,1,0,0
414,"Combina frigorifica Finlux FXCA 37900 NFE, Full No Frost, 295 l, H 186 cm, Usi reversibile, Clasa E, Alba",Frigidere,2398.99,E,239,0,0,https://www.emag.ro/combina-frigorifica-finlux-full-no-frost-295-l-h-186-cm-usi-reversibile-clasa-e-alba-fxca-37900-nfe/pd/D8WPV4YBM/,https://s13emagst.akamaized.net/products/75354/75353929/images/res_11ccb9286f9afe10ef65faaf9b4e4591.jpg?width=720&height=720&hash=92478EA8CA6042685846BBCFBC0A8763,Finlux,295,175,1,0,0,0,0
415,"Frigider cu Doua Usi HISENSE RT728N4WCE1, No Frost, 553 l, H 185 cm, Clasa E, Dozator Apa, Argintiu",Frigidere,5474,E,270,0,0,https://www.emag.ro/frigider-cu-doua-usi-hisense-rt728n4wce1-no-frost-553-l-h-185-cm-clasa-e-dozator-apa-argintiu-axrt728n4wce1/pd/D6RMZZYBM/,https://s13emagst.akamaized.net/products/78233/78232929/images/res_b3a4af2c530908f760d9f5661ede6603.jpg?width=720&height=720&hash=29C0F7B92A40FCA5E185ED83E50497B1,HISENSE,553,178,0,1,0,1,0
416,"Frigider Liebherr Re 5220 Plus, EasyFresh, 399 l, Clasa E, H 185.5 cm, Alb",Frigidere,4284,E,123,0,0,https://www.emag.ro/frigider-liebherr-re-5220-plus-easyfresh-399-l-clasa-e-h-185-5-cm-alb-re5220/pd/DY6ZTJMBM/,https://s13emagst.akamaized.net/products/43338/43337267/images/res_7927edea7240087ea5e5219f64c0d4a8.jpg?width=720&height=720&hash=9CB6B05B112FD2F9474B0F7CA2BE155E,Liebherr,399,85,1,0,0,0,0
417,"Frigider Liebherr RBd 5250 Prime, BioFresh, 387 l, Clasa D, H 185.5 cm, Alb",Frigidere,7075.99,D,134,0,0,https://www.emag.ro/frigider-liebherr-rbd-5250-prime-biofresh-387-l-clasa-d-h-185-5-cm-alb-rbd5250/pd/DB8M2VMBM/,https://s13emagst.akamaized.net/products/45321/45320214/images/res_dc389739ee2eaf153a03c9b8428ed45f.jpg?width=720&height=720&hash=87399EA4949AB674256747E2DD687938,Liebherr,387,85,1,0,0,0,0
418,Frigider cu 2 usi Liebherr CT 2531 233 L SmartFrost Control mecanic H 140 cm Clasa F Alb,Frigidere,2558.5,F,187,3,2,https://www.emag.ro/frigider-cu-2-usi-liebherr-233-l-smartfrost-control-mecanic-h-140-cm-clasa-f-alb-ct-2531/pd/D1XM03MBM/,https://s13emagst.akamaized.net/products/31700/31699011/images/res_5d6f166a1e3563b2bf8e75a12d1ae82c.jpg?width=720&height=720&hash=DCC7B2418FE55C354DB2AAC0B832BE46,Liebherr,233,83,1,0,0,0,0
419,"Frigider cu o Usa GORENJE RB615FEW5, 248 l, H 145 cm, Clasa F, Alb",Frigidere,2475.2,F,197,0,0,https://www.emag.ro/frigider-cu-o-usa-gorenje-rb615few5-248-l-h-145-cm-clasa-f-alb-axrb615few5/pd/DZ7QMRMBM/,https://s13emagst.akamaized.net/products/51771/51770208/images/res_db51be4a31f2f11d621066bd78449ec6.jpg?width=720&height=720&hash=B5E32E5C10F1E3215F7A53D967A429C9,Gorenje,248,178,1,0,1,0,0
420,"Frigider cu doua usi Crown GN3461, 312 l, Clasa F, Garden fresh, H 175 cm, Alb",Frigidere,1999.98,F,261,0,0,https://www.emag.ro/frigider-cu-doua-usi-crown-312-l-clasa-f-garden-fresh-h-175-cm-alb-gn3461/pd/D0WSGKYBM/,https://s13emagst.akamaized.net/products/65528/65527686/images/res_b28894314957c5e3e3919d153ec258f4.jpg?width=720&height=720&hash=BD9D55DC245CAF87BB72A03728D5CAE8,Crown,312,178,1,0,0,1,0
421,"Frigider Incorporabil cu o usa Liebherr IRBdi 5170 Peak BioFresh, 293 l, H 178 cm, Clasa D, Alb",Frigidere,13799,D,125,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-liebherr-irbdi-5170-peak-biofresh-293-l-h-178-cm-clasa-d-alb-irbdi5170/pd/D3SYYSYBM/,https://s13emagst.akamaized.net/products/73021/73020193/images/res_95971d33131311bca166bc0049024f43.jpg?width=720&height=720&hash=C265645704033EE9107976F493D0D4F4,Liebherr,293,177,1,0,1,0,0
422,"Frigider cu o usa LIEBHERR T 1504, 133 l, Clasa F, H 85 cm, Alb",Frigidere,2023,F,182,4.5,2,https://www.emag.ro/frigider-cu-o-usa-liebherr-t-1504-133-l-clasa-f-h-85-cm-alb-t1504/pd/D5M0W3BBM/,https://s13emagst.akamaized.net/products/3674/3673960/images/res_608c1b56ba31e74eeeffc27016522edf.jpg?width=720&height=720&hash=5336B6C29F4C3C4C748E128F6DF3487E,Liebherr,133,137,1,0,1,0,0
423,"Frigider cu o Usa CANDY COHS38FS, 90 l, H 85 cm, Clasa F, Argintiu",Frigidere,1374.45,F,107,0,0,https://www.emag.ro/frigider-cu-o-usa-candy-cohs38fs-90-l-h-85-cm-clasa-f-argintiu-axcohs38fs/pd/DHS42YYBM/,https://s13emagst.akamaized.net/products/59244/59243305/images/res_4b2d0399a46ae657871c2d1492284a71.jpg?width=720&height=720&hash=86BE1A05983AD514417EB8B48CEEEB59,Candy,90,178,0,1,1,0,0
424,"Frigider cu o usa Electra ELT 11, 82 l, Clasa F, H 83.8 cm, Alb",Frigidere,929.99,F,132,0,0,https://www.emag.ro/frigider-cu-o-usa-electra-elt-11-82-l-clasa-f-h-83-8-cm-alb-elt11/pd/D6LX70YBM/,https://s13emagst.akamaized.net/products/66656/66655638/images/res_ff565b81c7f324a2f9dc5b2b2de90010.jpg?width=720&height=720&hash=58F516A1421A8F335ECBF57A16FAFD65,Electra,82,185,1,0,1,0,0
425,"Frigider Incorporabil cu o usa Liebherr IRCe 5121 Plus EasyFresh, 274 l, H 178 cm, Clasa E, Alb",Frigidere,7998.94,E,152,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-liebherr-irce-5121-plus-easyfresh-274-l-h-178-cm-clasa-e-alb-irce5121/pd/DTSYYSYBM/,https://s13emagst.akamaized.net/products/73021/73020197/images/res_d0c410717ad3996a786ba557b961ac49.jpg?width=720&height=720&hash=E54F422AF766341D9732BF85797FB943,Liebherr,274,145,1,0,1,0,0
426,"Frigider Incorporabil cu o usa Liebherr IRBci 5150 Prime BioFresh, 296 l, H 178 cm, Clasa C, Alb",Frigidere,9998.98,C,100,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-liebherr-irbci-5150-prime-biofresh-296-l-h-178-cm-clasa-c-alb-irbci5150/pd/D5JYYSYBM/,https://s13emagst.akamaized.net/products/73021/73020185/images/res_756fa6b6653494713c90244a92361d4e.jpg?width=720&height=720&hash=E4E11A1A6AF84D556A79365C7A68A441,Liebherr,296,144,1,0,1,0,0
427,"Frigider incorporabil Miele K 7743 E, 294 l, Clasa E, PerfectFresh Pro, DynaCool, ComfortClean, Miele@home, Iluminare LED, H 177.2 cm",Frigidere,9199.98,E,155.8,0,0,https://www.emag.ro/frigider-incorporabil-miele-294-l-clasa-e-perfectfresh-pro-dynacool-comfortclean-mieleathome-iluminare-led-h-177-2-cm-k-7743-e/pd/DSQ8KMYBM/,https://s13emagst.akamaized.net/products/58448/58447820/images/res_7fa746ad5e855ee0cc114b88c1ae1563.jpg?width=720&height=720&hash=D8EA1DDB913DB922AC41573992FC744A,TCL,294,185,0,0,0,0,0
428,Combina frigorifica Liebherr CUel 2331 209 L SmartFrost Control mecanic H 137 cm Clasa F Argintiu,Frigidere,3570,F,176,0,0,https://www.emag.ro/combina-frigorifica-liebherr-209-l-smartfrost-control-mecanic-h-137-cm-clasa-f-argintiu-cuel-2331/pd/DVXM03MBM/,https://s13emagst.akamaized.net/products/31700/31699006/images/res_b04c212cc7884baf252c51045b33c389.jpg?width=720&height=720&hash=57AB094E8C01371B0C41C15DF61C1DEF,Liebherr,209,178,0,1,0,0,0
429,"Frigider Incorporabil cu o usa Liebherr IRBci 5151 Prime BioFresh, 276 l, H 178 cm, Clasa C, Alb",Frigidere,9998.98,C,131,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-liebherr-irbci-5151-prime-biofresh-276-l-h-178-cm-clasa-c-alb-irbci5151/pd/D8JYYSYBM/,https://s13emagst.akamaized.net/products/72821/72820986/images/res_f16396cc2068d7f05659fdfcf4cc55f5.jpg?width=720&height=720&hash=FFB9E3F63740FD2B8411EA23072A0E7E,Liebherr,276,178,1,0,1,0,0
430,"Combina frigorifica Finlux FBN350DIS, 323 l, H 185 cm, No Frost, Iluminare LED, Panou digital, Clasa E, Inox",Frigidere,2538,E,249,0,0,https://www.emag.ro/combina-frigorifica-finlux-323-l-h-185-cm-no-frost-iluminare-led-panou-digital-clasa-e-inox-fbn350dis/pd/DZZP6DYBM/,https://s13emagst.akamaized.net/products/63617/63616021/images/res_a6cd8ec62f375ef37b637fd9ce7aa646.jpg?width=720&height=720&hash=591DA48580B07F78C7EC4273806CC0AE,Finlux,323,170,0,1,0,0,0
431,"Frigider cu o Usa GORENJE R615FEW5, 271 l, H 145 cm, Clasa F, Alb",Frigidere,2189.6,F,134,0,0,https://www.emag.ro/frigider-cu-o-usa-gorenje-r615few5-271-l-h-145-cm-clasa-f-alb-axr615few5/pd/DBN17ZMBM/,https://s13emagst.akamaized.net/products/49118/49117950/images/res_7e434430d8a39445de49b4b14f5f3935.jpg?width=720&height=720&hash=FBFE339237A42D86946BC14CD91958E7,Gorenje,271,173,1,0,1,0,0
432,"Frigider cu doua usi Sharp SJ-FTB01ITXSF, Usa reversibila, H 144 cm, AdaptiLift, Racire statica, 213 l, Clasa F, Argintiu",Frigidere,1699,F,222,0,0,https://www.emag.ro/frigider-cu-doua-usi-sharp-usa-reversibila-h-144-cm-adaptilift-racire-statica-213-l-clasa-f-argintiu-sj-ftb01itxsf/pd/DLBNVMYBM/,https://s13emagst.akamaized.net/products/58727/58726731/images/res_2a791d82b45c1a8a2a98a3065dd17d90.jpg?width=720&height=720&hash=FF8F4876D5588562640780AC27AD2B42,Sharp,213,177,0,1,0,1,0
433,"Frigider cu o usa Liebherr RBsfd 5221 Plus, BioFresh, 351 l, H 185.5 cm, Clasa D, SteelFinish, Inox look",Frigidere,5198.99,D,164,0,0,https://www.emag.ro/frigider-cu-o-usa-liebherr-rbsfd-5221-plus-biofresh-351-l-h-185-5-cm-clasa-d-steelfinish-inox-look-rbsfd5221/pd/D8FVZXYBM/,https://s13emagst.akamaized.net/products/69938/69937268/images/res_175678b985a481b9da28f9a446e74fca.jpg?width=720&height=720&hash=FA9B6FC60D309E85E361377387961873,Liebherr,351,165,0,1,1,0,0
434,"Frigider Incorporabil cu o usa Liebherr IRBPci 5170 Peak BioFresh, 297 l, H 178 cm, Clasa C, Alb",Frigidere,15599,C,100,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-liebherr-irbpci-5170-peak-biofresh-297-l-h-178-cm-clasa-c-alb-irbpci5170/pd/D6JYYSYBM/,https://s13emagst.akamaized.net/products/73021/73020186/images/res_93fa1e1f2d0b60a18d4e4874d4e04210.jpg?width=720&height=720&hash=0E99200A8D10E96FCB294D36DF0E27F6,Liebherr,297,85,1,0,1,0,0
435,"Frigider Incorporabil cu o usa Liebherr IRBci 5171 Peak BioFresh, 276 l, H 178 cm, Clasa C, Alb",Frigidere,13999.04,C,131,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-liebherr-irbci-5171-peak-biofresh-276-l-h-178-cm-clasa-c-alb-irbci5171/pd/DZJYYSYBM/,https://s13emagst.akamaized.net/products/73021/73020181/images/res_8840bda2df1a8f25031c92284c5bc8ca.jpg?width=720&height=720&hash=44A19087C957BC464D2C10B305847DB3,Liebherr,276,89,1,0,1,0,0
436,"Frigider cu doua usi, Amica KGCN 387 110 S, 161/70 L, Clasa A++, H 170 cm, Antracit metalic",Frigidere,6902,A++,197,0,0,https://www.emag.ro/frigider-cu-doua-usi-amica-kgcn-387-110-s-161-70-l-clasa-a-h-170-cm-antracit-metalic-kgcn387110s/pd/DWYMW8BBM/,https://s13emagst.akamaized.net/products/26754/26753371/images/res_e81d91d12e07fe0c7cfd600b74d2e340.jpg?width=720&height=720&hash=BB15E694C82D4A2AFF0BD5D42607ED8A,,70,88,0,1,0,1,0
437,"Frigider profesional pentru depozitare cu o usa Snaige CC35DM-P600FD4, usi reversibilie, dezghetare automata, Clasa D, 320 l, H 173 cm, Alb",Frigidere,3166,D,735,0,0,https://www.emag.ro/frigider-profesional-pentru-depozitare-cu-o-usa-snaige-usi-reversibilie-dezghetare-automata-clasa-d-320-l-h-173-cm-alb-cc35dm-p600fd4/pd/DYRY2ZYBM/,https://s13emagst.akamaized.net/products/77698/77697627/images/res_b4525e969baf519d79d4076e9e9eafd6.jpg?width=720&height=720&hash=179B520FA18ED2E0561F15EBD4FA0C82,Snaige,320,85,1,0,1,0,0
438,"Frigider Incorporabil cu o Usa CANDY CFBO3550E/N, 286 l, H 177 cm, Clasa F, Alb",Frigidere,3034.5,F,220,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-candy-cfbo3550e-n-286-l-h-177-cm-clasa-f-alb-axcfbo3550e-n/pd/DJY9YXYBM/,https://s13emagst.akamaized.net/products/69338/69337189/images/res_8b5fac7e2cc9907c185757226698a563.jpg?width=720&height=720&hash=71947606D28652711C24F825E09AED59,Candy,286,178,1,0,1,0,0
439,"Frigider Liebherr Rsfe 5020 Plus, EasyFresh, 349 l, Clasa E, H 165.5 cm, SteelFinish, Silver",Frigidere,4284,E,117,0,0,https://www.emag.ro/frigider-liebherr-rsfe-5020-plus-easyfresh-349-l-clasa-e-h-165-5-cm-steelfinish-silver-80pl0621/pd/D36ZTJMBM/,https://s13emagst.akamaized.net/products/43385/43384806/images/res_55e28a5122714e93212f33c87db3e244.jpg?width=720&height=720&hash=33EEA069B8749200BCFC341345602827,Liebherr,349,140,0,1,0,0,0
